season,tournament,date,home_team,away_team,team,player_name,shirt_number,position,is_starter,sub_minute_off,sub_minute_on,minutes_played,espn_match_id,source
2000,Rugby Championship / Tri Nations,2000-07-15,Australia,New Zealand,New Zealand,Leon MacDonald,21,,False,,,0,23836,espn
2000,Rugby Championship / Tri Nations,2000-07-15,Australia,New Zealand,New Zealand,Craig Dowd,22,P,False,,,0,23836,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,New Zealand,Christian Cullen,15,FB,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,New Zealand,Tana Umaga,14,W,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,New Zealand,Mark Robinson,13,C,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,New Zealand,Pita Alatini,12,C,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,New Zealand,Jonah Lomu,11,W,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,New Zealand,Andrew Mehrtens,10,FH,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,New Zealand,Justin Marshall,9,SH,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,New Zealand,Carl Hoeft,1,P,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,New Zealand,Anton Oliver,2,H,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,New Zealand,Kees Meeuws,3,P,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,New Zealand,Todd Blackadder,4,L,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,New Zealand,Troy Flavell,5,L,True,,0,80,23841,espn
