season,date,home_team,away_team,team,player_name,shirt_number,position,is_starter,sub_minute_off,sub_minute_on,minutes_played,source
1999-00,2000-02-05,Italy,Scotland,Italy,Matt Pini,15,FB,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Italy,Denis Dallan,14,W,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Italy,Manuel Dallan,13,C,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Italy,Luca Martin,12,C,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Italy,Cristian Stoica,11,W,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Italy,Diego Dominguez,10,FH,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Italy,Alessandro Troncon,9,SH,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Italy,Massimo Cuttitta,1,P,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Italy,Alessandro Moscardi,2,H,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Italy,Tino Paoletti,3,P,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Italy,Carlo Checchinato,4,L,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Italy,Andrea Gritti,5,L,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Italy,Massimo Giovanelli,6,FL,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Italy,Mauro Bergamasco,7,FL,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Italy,Wim Visser,8,N8,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Italy,Carlo Orlandi,16,,False,,,0,espn
1999-00,2000-02-05,Italy,Scotland,Italy,Giampiero de Carli,17,P,False,,,0,espn
1999-00,2000-02-05,Italy,Scotland,Italy,Matteo Mazzantini,18,SH,False,,,0,espn
1999-00,2000-02-05,Italy,Scotland,Italy,Aaron Persico,19,FL,False,,,0,espn
1999-00,2000-02-05,Italy,Scotland,Italy,Giuseppe Lanzi,20,N8,False,,,0,espn
1999-00,2000-02-05,Italy,Scotland,Italy,Marco Rivaro,21,W,False,,,0,espn
1999-00,2000-02-05,Italy,Scotland,Italy,Andrea Scanavacca,22,,False,,,0,espn
1999-00,2000-02-05,Italy,Scotland,Scotland,Glenn Metcalfe,15,FB,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Scotland,Shaun Longstaff,14,W,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Scotland,Jamie Mayer,13,C,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Scotland,John Leslie,12,C,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Scotland,Kenny Logan,11,W,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Scotland,Gregor Townsend,10,FH,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Scotland,Bryan Redpath,9,SH,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Scotland,Tom Smith,1,P,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Scotland,Gordon Bulloch,2,H,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Scotland,Mattie Stewart,3,P,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Scotland,Scott Murray,4,L,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Scotland,Stuart Grimes,5,L,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Scotland,Martin Leslie,6,FL,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Scotland,Budge Pountney,7,FL,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Scotland,Gordon Simpson,8,N8,True,,0,80,espn
1999-00,2000-02-05,Italy,Scotland,Scotland,James McLaren,16,C,False,,,0,espn
1999-00,2000-02-05,Italy,Scotland,Scotland,Stuart Reid,17,N8,False,,,0,espn
1999-00,2000-02-05,Italy,Scotland,Scotland,Doddie Weir,18,L,False,,,0,espn
1999-00,2000-02-05,Italy,Scotland,Scotland,Dave Hilton,19,P,False,,,0,espn
1999-00,2000-02-05,Italy,Scotland,Scotland,Andy Nicol,20,,False,,,0,espn
1999-00,2000-02-05,Italy,Scotland,Scotland,Duncan Hodge,21,,False,,,0,espn
1999-00,2000-02-05,Italy,Scotland,Scotland,Robbie Russell,22,,False,,,0,espn
1999-00,2000-02-05,England,Ireland,England,Matt Perry,15,FB,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,England,Austin Healey,14,W,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,England,Mike Tindall,13,C,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,England,Mike Catt,12,C,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,England,Ben Cohen,11,W,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,England,Jonny Wilkinson,10,FH,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,England,Matt Dawson,9,SH,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,England,Jason Leonard,1,P,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,England,Phil Greening,2,H,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,England,Phil Vickery,3,P,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,England,Garath Archer,4,L,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,England,Simon Shaw,5,L,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,England,Richard Hill,6,FL,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,England,Neil Back,7,FL,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,England,Lawrence Dallaglio,8,N8,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,England,Iain Balshaw,16,FB,False,,,0,espn
1999-00,2000-02-05,England,Ireland,England,Alex King,17,,False,,,0,espn
1999-00,2000-02-05,England,Ireland,England,Joe Worsley,18,,False,,,0,espn
1999-00,2000-02-05,England,Ireland,England,Martin Corry,19,L,False,,,0,espn
1999-00,2000-02-05,England,Ireland,England,Andy Gomarsall,20,,False,,,0,espn
1999-00,2000-02-05,England,Ireland,England,Trevor Woodman,21,P,False,,,0,espn
1999-00,2000-02-05,England,Ireland,England,Neil McCarthy,22,,False,,,0,espn
1999-00,2000-02-05,England,Ireland,Ireland,Conor O'Shea,15,FB,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,Ireland,Justin Bishop,14,W,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,Ireland,Brian O'Driscoll,13,C,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,Ireland,Mike Mullins,12,C,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,Ireland,Kevin Maggs,11,W,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,Ireland,David Humphreys,10,FH,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,Ireland,Tom Tierney,9,SH,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,Ireland,Peter Clohessy,1,P,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,Ireland,Keith Wood,2,H,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,Ireland,Paul Wallace,3,P,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,Ireland,Bob Casey,4,L,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,Ireland,Malcolm O'Kelly,5,L,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,Ireland,Dion O'Cuinneagain,6,FL,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,Ireland,Kieron Dawson,7,FL,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,Ireland,Anthony Foley,8,N8,True,,0,80,espn
1999-00,2000-02-05,England,Ireland,Ireland,Mick Galwey,16,L,False,,,0,espn
1999-00,2000-02-05,England,Ireland,Ireland,Trevor Brennan,17,FL,False,,,0,espn
1999-00,2000-02-05,England,Ireland,Ireland,Girvan Dempsey,18,FB,False,,,0,espn
1999-00,2000-02-05,England,Ireland,Ireland,Frank Sheahan,19,,False,,,0,espn
1999-00,2000-02-05,England,Ireland,Ireland,Justin Fitzpatrick,20,,False,,,0,espn
1999-00,2000-02-05,England,Ireland,Ireland,Peter Stringer,21,,False,,,0,espn
1999-00,2000-02-05,England,Ireland,Ireland,Eric Elwood,22,,False,,,0,espn
1999-00,2000-02-05,Wales,France,Wales,Shane Howarth,15,FB,True,,0,80,espn
1999-00,2000-02-05,Wales,France,Wales,Gareth Thomas,14,W,True,,0,80,espn
1999-00,2000-02-05,Wales,France,Wales,Mark Taylor,13,C,True,,0,80,espn
1999-00,2000-02-05,Wales,France,Wales,Jason Jones-Hughes,12,C,True,,0,80,espn
1999-00,2000-02-05,Wales,France,Wales,Dafydd James,11,W,True,,0,80,espn
1999-00,2000-02-05,Wales,France,Wales,Neil Jenkins,10,FH,True,,0,80,espn
1999-00,2000-02-05,Wales,France,Wales,Rob Howley,9,SH,True,,0,80,espn
1999-00,2000-02-05,Wales,France,Wales,Peter Rogers,1,P,True,,0,80,espn
1999-00,2000-02-05,Wales,France,Wales,Garin Jenkins,2,H,True,,0,80,espn
1999-00,2000-02-05,Wales,France,Wales,Dai Young,3,P,True,,0,80,espn
1999-00,2000-02-05,Wales,France,Wales,Ian Gough,4,L,True,,0,80,espn
1999-00,2000-02-05,Wales,France,Wales,Chris Wyatt,5,L,True,,0,80,espn
1999-00,2000-02-05,Wales,France,Wales,Colin Charvis,6,FL,True,,0,80,espn
1999-00,2000-02-05,Wales,France,Wales,Brett Sinkinson,7,FL,True,,0,80,espn
1999-00,2000-02-05,Wales,France,Wales,Scott Quinnell,8,N8,True,,0,80,espn
1999-00,2000-02-05,Wales,France,Wales,Geraint Lewis,16,FL,False,,,0,espn
1999-00,2000-02-05,Wales,France,Wales,Mike Voyle,17,L,False,,,0,espn
1999-00,2000-02-05,Wales,France,Wales,Spencer John,18,P,False,,,0,espn
1999-00,2000-02-05,Wales,France,Wales,Shane Williams,19,W,False,,,0,espn
1999-00,2000-02-05,Wales,France,Wales,Richard Smith,20,SH,False,,,0,espn
1999-00,2000-02-05,Wales,France,Wales,Barry Williams,21,H,False,,,0,espn
1999-00,2000-02-05,Wales,France,Wales,Stephen Jones,22,,False,,,0,espn
1999-00,2000-02-05,Wales,France,France,Thomas Castaignede,15,FB,True,,0,80,espn
1999-00,2000-02-05,Wales,France,France,Emile Ntamack,14,W,True,,0,80,espn
1999-00,2000-02-05,Wales,France,France,Richard Dourthe,13,C,True,,0,80,espn
1999-00,2000-02-05,Wales,France,France,Thomas Lombard,12,C,True,,0,80,espn
1999-00,2000-02-05,Wales,France,France,Christophe Dominici,11,W,True,,0,80,espn
1999-00,2000-02-05,Wales,France,France,Christophe Lamaison,10,FH,True,,0,80,espn
1999-00,2000-02-05,Wales,France,France,Fabien Galthie,9,SH,True,,0,80,espn
1999-00,2000-02-05,Wales,France,France,Christian Califano,1,P,True,,0,80,espn
1999-00,2000-02-05,Wales,France,France,Marc dal Maso,2,H,True,,0,80,espn
1999-00,2000-02-05,Wales,France,France,Franck Tournaire,3,P,True,,0,80,espn
1999-00,2000-02-05,Wales,France,France,Olivier Brouzet,4,L,True,,0,80,espn
1999-00,2000-02-05,Wales,France,France,Legi Matiu,5,L,True,,0,80,espn
1999-00,2000-02-05,Wales,France,France,Abdelatif Benazzi,6,FL,True,,0,80,espn
1999-00,2000-02-05,Wales,France,France,Olivier Magne,7,FL,True,,0,80,espn
1999-00,2000-02-05,Wales,France,France,Fabien Pelous,8,N8,True,,0,80,espn
1999-00,2000-02-05,Wales,France,France,David Venditti,16,C,False,,,0,espn
1999-00,2000-02-05,Wales,France,France,Thomas Lievremont,17,L,False,,,0,espn
1999-00,2000-02-05,Wales,France,France,Pieter de Villiers,18,P,False,,,0,espn
1999-00,2000-02-05,Wales,France,France,Raphael Ibanez,19,H,False,,,0,espn
1999-00,2000-02-05,Wales,France,France,Serge Betsen Tchoua,20,FL,False,,,0,espn
1999-00,2000-02-05,Wales,France,France,Alain Penaud,21,FH,False,,,0,espn
1999-00,2000-02-05,Wales,France,France,Christophe Laussucq,22,SH,False,,,0,espn
1999-00,2000-02-19,France,England,France,Richard Dourthe,15,FB,True,,0,80,espn
1999-00,2000-02-19,France,England,France,Emile Ntamack,14,W,True,,0,80,espn
1999-00,2000-02-19,France,England,France,David Venditti,13,C,True,,0,80,espn
1999-00,2000-02-19,France,England,France,Thomas Lombard,12,C,True,,0,80,espn
1999-00,2000-02-19,France,England,France,Christophe Dominici,11,W,True,,0,80,espn
1999-00,2000-02-19,France,England,France,Thomas Castaignede,10,FH,True,,0,80,espn
1999-00,2000-02-19,France,England,France,Fabien Galthie,9,SH,True,,0,80,espn
1999-00,2000-02-19,France,England,France,Christian Califano,1,P,True,,0,80,espn
1999-00,2000-02-19,France,England,France,Marc dal Maso,2,H,True,,0,80,espn
1999-00,2000-02-19,France,England,France,Franck Tournaire,3,P,True,,0,80,espn
1999-00,2000-02-19,France,England,France,Legi Matiu,4,L,True,,0,80,espn
1999-00,2000-02-19,France,England,France,Olivier Brouzet,5,L,True,,0,80,espn
1999-00,2000-02-19,France,England,France,Abdelatif Benazzi,6,FL,True,,0,80,espn
1999-00,2000-02-19,France,England,France,Olivier Magne,7,FL,True,,0,80,espn
1999-00,2000-02-19,France,England,France,Fabien Pelous,8,N8,True,,0,80,espn
1999-00,2000-02-19,France,England,France,Thomas Lievremont,16,L,False,,,0,espn
1999-00,2000-02-19,France,England,France,Serge Betsen Tchoua,17,FL,False,,,0,espn
1999-00,2000-02-19,France,England,France,Pieter de Villiers,18,P,False,,,0,espn
1999-00,2000-02-19,France,England,France,Raphael Ibanez,19,H,False,,,0,espn
1999-00,2000-02-19,France,England,France,Christophe Laussucq,20,,False,,,0,espn
1999-00,2000-02-19,France,England,France,Stephane Glas,21,,False,,,0,espn
1999-00,2000-02-19,France,England,France,Cedric Desbrosse,22,,False,,,0,espn
1999-00,2000-02-19,France,England,England,Matt Perry,15,FB,True,,0,80,espn
1999-00,2000-02-19,France,England,England,Austin Healey,14,W,True,,0,80,espn
1999-00,2000-02-19,France,England,England,Mike Tindall,13,C,True,,0,80,espn
1999-00,2000-02-19,France,England,England,Mike Catt,12,C,True,,0,80,espn
1999-00,2000-02-19,France,England,England,Ben Cohen,11,W,True,,0,80,espn
1999-00,2000-02-19,France,England,England,Jonny Wilkinson,10,FH,True,,0,80,espn
1999-00,2000-02-19,France,England,England,Matt Dawson,9,SH,True,,0,80,espn
1999-00,2000-02-19,France,England,England,Jason Leonard,1,P,True,,0,80,espn
1999-00,2000-02-19,France,England,England,Phil Greening,2,H,True,,0,80,espn
1999-00,2000-02-19,France,England,England,Phil Vickery,3,P,True,,0,80,espn
1999-00,2000-02-19,France,England,England,Garath Archer,4,L,True,,0,80,espn
1999-00,2000-02-19,France,England,England,Simon Shaw,5,L,True,,0,80,espn
1999-00,2000-02-19,France,England,England,Richard Hill,6,FL,True,,0,80,espn
1999-00,2000-02-19,France,England,England,Neil Back,7,FL,True,,0,80,espn
1999-00,2000-02-19,France,England,England,Lawrence Dallaglio,8,N8,True,,0,80,espn
1999-00,2000-02-19,France,England,England,Neil McCarthy,16,,False,,,0,espn
1999-00,2000-02-19,France,England,England,Andy Gomarsall,17,,False,,,0,espn
1999-00,2000-02-19,France,England,England,Alex King,18,,False,,,0,espn
1999-00,2000-02-19,France,England,England,Martin Corry,19,FL,False,,,0,espn
1999-00,2000-02-19,France,England,England,Joe Worsley,20,,False,,,0,espn
1999-00,2000-02-19,France,England,England,Trevor Woodman,21,,False,,,0,espn
1999-00,2000-02-19,France,England,England,Iain Balshaw,22,FB,False,,,0,espn
1999-00,2000-02-19,Wales,Italy,Wales,Shane Howarth,15,FB,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Wales,Gareth Thomas,14,W,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Wales,Allan Bateman,13,C,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Wales,Mark Taylor,12,C,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Wales,Shane Williams,11,W,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Wales,Neil Jenkins,10,FH,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Wales,Rob Howley,9,SH,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Wales,Peter Rogers,1,P,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Wales,Garin Jenkins,2,H,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Wales,Dai Young,3,P,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Wales,Craig Quinnell,4,L,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Wales,Chris Wyatt,5,L,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Wales,Geraint Lewis,6,FL,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Wales,Brett Sinkinson,7,FL,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Wales,Scott Quinnell,8,N8,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Wales,Colin Charvis,16,FL,False,,,0,espn
1999-00,2000-02-19,Wales,Italy,Wales,Barry Williams,17,H,False,,,0,espn
1999-00,2000-02-19,Wales,Italy,Wales,Ian Gough,18,L,False,,,0,espn
1999-00,2000-02-19,Wales,Italy,Wales,Stephen Jones,19,FH,False,,,0,espn
1999-00,2000-02-19,Wales,Italy,Wales,Dafydd James,20,W,False,,,0,espn
1999-00,2000-02-19,Wales,Italy,Wales,Spencer John,21,P,False,,,0,espn
1999-00,2000-02-19,Wales,Italy,Wales,Richard Smith,22,,False,,,0,espn
1999-00,2000-02-19,Wales,Italy,Italy,Matt Pini,15,FB,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Italy,Cristian Stoica,14,W,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Italy,Marco Rivaro,13,C,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Italy,Luca Martin,12,C,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Italy,Denis Dallan,11,W,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Italy,Diego Dominguez,10,FH,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Italy,Alessandro Troncon,9,SH,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Italy,Massimo Cuttitta,1,P,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Italy,Alessandro Moscardi,2,H,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Italy,Tino Paoletti,3,P,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Italy,Giuseppe Lanzi,4,L,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Italy,Andrea Gritti,5,L,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Italy,Carlo Checchinato,6,FL,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Italy,Mauro Bergamasco,7,FL,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Italy,Wim Visser,8,N8,True,,0,80,espn
1999-00,2000-02-19,Wales,Italy,Italy,Carlo Orlandi,16,H,False,,,0,espn
1999-00,2000-02-19,Wales,Italy,Italy,Alejandro Moreno,17,,False,,,0,espn
1999-00,2000-02-19,Wales,Italy,Italy,Andrea Scanavacca,18,,False,,,0,espn
1999-00,2000-02-19,Wales,Italy,Italy,Aaron Persico,19,FL,False,,,0,espn
1999-00,2000-02-19,Wales,Italy,Italy,Laurent Travers,20,,False,,,0,espn
1999-00,2000-02-19,Wales,Italy,Italy,Matteo Mazzantini,21,,False,,,0,espn
1999-00,2000-02-19,Wales,Italy,Italy,Juan Francesio,22,C,False,,,0,espn
1999-00,2000-02-19,Ireland,Scotland,Ireland,Girvan Dempsey,15,FB,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Ireland,Shane Horgan,14,W,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Ireland,Brian O'Driscoll,13,C,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Ireland,Mike Mullins,12,C,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Ireland,Denis Hickie,11,W,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Ireland,Ronan O'Gara,10,FH,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Ireland,Peter Stringer,9,SH,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Ireland,Peter Clohessy,1,P,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Ireland,Keith Wood,2,H,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Ireland,John Hayes,3,P,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Ireland,Mick Galwey,4,L,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Ireland,Malcolm O'Kelly,5,L,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Ireland,Simon Easterby,6,FL,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Ireland,Kieron Dawson,7,FL,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Ireland,Anthony Foley,8,N8,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Ireland,Rob Henderson,16,FB,False,,,0,espn
1999-00,2000-02-19,Ireland,Scotland,Ireland,David Humphreys,17,FH,False,,,0,espn
1999-00,2000-02-19,Ireland,Scotland,Ireland,Jeremy Davidson,18,L,False,,,0,espn
1999-00,2000-02-19,Ireland,Scotland,Ireland,Justin Fitzpatrick,19,P,False,,,0,espn
1999-00,2000-02-19,Ireland,Scotland,Ireland,Frank Sheahan,20,,False,,,0,espn
1999-00,2000-02-19,Ireland,Scotland,Ireland,Trevor Brennan,21,,False,,,0,espn
1999-00,2000-02-19,Ireland,Scotland,Ireland,Guy Easterby,22,,False,,,0,espn
1999-00,2000-02-19,Ireland,Scotland,Scotland,Glenn Metcalfe,15,FB,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Scotland,Shaun Longstaff,14,W,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Scotland,Jamie Mayer,13,C,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Scotland,Graham Shiel,12,C,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Scotland,Kenny Logan,11,W,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Scotland,Gregor Townsend,10,FH,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Scotland,Bryan Redpath,9,SH,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Scotland,Tom Smith,1,P,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Scotland,Gordon Bulloch,2,H,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Scotland,Mattie Stewart,3,P,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Scotland,Scott Murray,4,L,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Scotland,Stuart Grimes,5,L,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Scotland,Martin Leslie,6,FL,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Scotland,Budge Pountney,7,FL,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Scotland,Gordon Simpson,8,N8,True,,0,80,espn
1999-00,2000-02-19,Ireland,Scotland,Scotland,Doddie Weir,16,L,False,,,0,espn
1999-00,2000-02-19,Ireland,Scotland,Scotland,Andy Nicol,17,SH,False,,,0,espn
1999-00,2000-02-19,Ireland,Scotland,Scotland,George Graham,18,P,False,,,0,espn
1999-00,2000-02-19,Ireland,Scotland,Scotland,Robbie Russell,19,H,False,,,0,espn
1999-00,2000-02-19,Ireland,Scotland,Scotland,Stuart Reid,20,,False,,,0,espn
1999-00,2000-02-19,Ireland,Scotland,Scotland,Duncan Hodge,21,,False,,,0,espn
1999-00,2000-02-19,Ireland,Scotland,Scotland,James McLaren,22,,False,,,0,espn
1999-00,2000-03-04,Scotland,France,Scotland,Chris Paterson,15,FB,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,Scotland,Glenn Metcalfe,14,W,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,Scotland,James McLaren,13,C,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,Scotland,John Leslie,12,C,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,Scotland,Kenny Logan,11,W,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,Scotland,Gregor Townsend,10,FH,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,Scotland,Andy Nicol,9,SH,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,Scotland,Tom Smith,1,P,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,Scotland,Steve Brotherstone,2,H,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,Scotland,Mattie Stewart,3,P,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,Scotland,Scott Murray,4,L,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,Scotland,Doddie Weir,5,L,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,Scotland,Martin Leslie,6,FL,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,Scotland,Budge Pountney,7,FL,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,Scotland,Stuart Reid,8,N8,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,Scotland,Dave Hilton,16,P,False,,,0,espn
1999-00,2000-03-04,Scotland,France,Scotland,Stuart Grimes,17,L,False,,,0,espn
1999-00,2000-03-04,Scotland,France,Scotland,Cameron Mather,18,N8,False,,,0,espn
1999-00,2000-03-04,Scotland,France,Scotland,Duncan Hodge,19,C,False,,,0,espn
1999-00,2000-03-04,Scotland,France,Scotland,Jamie Mayer,20,,False,,,0,espn
1999-00,2000-03-04,Scotland,France,Scotland,Graeme Beveridge,21,,False,,,0,espn
1999-00,2000-03-04,Scotland,France,Scotland,Steve Scott,22,,False,,,0,espn
1999-00,2000-03-04,Scotland,France,France,Thomas Castaignede,15,FB,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,France,Emile Ntamack,14,W,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,France,David Venditti,13,C,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,France,Thomas Lombard,12,C,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,France,Christophe Dominici,11,W,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,France,Gerald Merceron,10,FH,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,France,Christophe Laussucq,9,SH,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,France,Christian Califano,1,P,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,France,Marc dal Maso,2,H,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,France,Franck Tournaire,3,P,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,France,Jean Daude,4,L,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,France,Olivier Brouzet,5,L,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,France,Sebastien Chabal,6,FL,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,France,Olivier Magne,7,FL,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,France,Fabien Pelous,8,N8,True,,0,80,espn
1999-00,2000-03-04,Scotland,France,France,Raphael Ibanez,16,H,False,,,0,espn
1999-00,2000-03-04,Scotland,France,France,Pieter de Villiers,17,P,False,,,0,espn
1999-00,2000-03-04,Scotland,France,France,Thomas Lievremont,18,L,False,,,0,espn
1999-00,2000-03-04,Scotland,France,France,Arnaud Costes,19,FL,False,,,0,espn
1999-00,2000-03-04,Scotland,France,France,Jean-Baptiste Elissalde,20,FH,False,,,0,espn
