season,date,home_team,away_team,team,player_name,shirt_number,position,is_starter,sub_minute_off,sub_minute_on,minutes_played,source
2007-08,2008-03-15,Italy,Scotland,Scotland,Alasdair Strokosch,6,FL,True,,0,80,espn
2007-08,2008-03-15,Italy,Scotland,Scotland,Ally Hogg,7,FL,True,,0,80,espn
2007-08,2008-03-15,Italy,Scotland,Scotland,Simon Taylor,8,N8,True,,0,80,espn
2007-08,2008-03-15,Italy,Scotland,Scotland,Scott Lawson,16,H,False,,,0,espn
2007-08,2008-03-15,Italy,Scotland,Scotland,Alasdair Dickinson,17,P,False,,,0,espn
2007-08,2008-03-15,Italy,Scotland,Scotland,Craig Smith,18,P,False,,,0,espn
2007-08,2008-03-15,Italy,Scotland,Scotland,Jason White,19,L,False,,,0,espn
2007-08,2008-03-15,Italy,Scotland,Scotland,Kelly Brown,20,FL,False,,,0,espn
2007-08,2008-03-15,Italy,Scotland,Scotland,Rory Lawson,21,,False,,,0,espn
2007-08,2008-03-15,Italy,Scotland,Scotland,Andrew Henderson,22,W,False,,,0,espn
2007-08,2008-03-15,England,Ireland,England,Iain Balshaw,15,FB,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,England,Paul Sackey,14,W,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,England,Jamie Noon,13,C,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,England,Toby Flood,12,C,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,England,Lesley Vainikolo,11,W,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,England,Danny Cipriani,10,FH,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,England,Richard Wigglesworth,9,SH,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,England,Andrew Sheridan,1,P,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,England,Lee Mears,2,H,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,England,Phil Vickery,3,P,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,England,Simon Shaw,4,L,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,England,Steve Borthwick,5,L,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,England,Tom Croft,6,FL,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,England,Michael Lipman,7,FL,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,England,Nick Easter,8,N8,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,England,George Chuter,16,H,False,,,0,espn
2007-08,2008-03-15,England,Ireland,England,Matt Stevens,17,P,False,,,0,espn
2007-08,2008-03-15,England,Ireland,England,Ben Kay,18,L,False,,,0,espn
2007-08,2008-03-15,England,Ireland,England,James Haskell,19,FL,False,,,0,espn
2007-08,2008-03-15,England,Ireland,England,Paul Hodgson,20,SH,False,,,0,espn
2007-08,2008-03-15,England,Ireland,England,Jonny Wilkinson,21,C,False,,,0,espn
2007-08,2008-03-15,England,Ireland,England,Mathew Tait,22,W,False,,,0,espn
2007-08,2008-03-15,England,Ireland,Ireland,Geordan Murphy,15,FB,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,Ireland,Tommy Bowe,14,W,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,Ireland,Andrew Trimble,13,C,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,Ireland,Shane Horgan,12,C,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,Ireland,Rob Kearney,11,W,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,Ireland,Ronan O'Gara,10,FH,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,Ireland,Eoin Reddan,9,SH,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,Ireland,Marcus Horan,1,P,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,Ireland,Rory Best,2,H,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,Ireland,John Hayes,3,P,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,Ireland,Donncha O'Callaghan,4,L,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,Ireland,Paul O'Connell,5,L,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,Ireland,Denis Leamy,6,FL,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,Ireland,David Wallace,7,FL,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,Ireland,Jamie Heaslip,8,N8,True,,0,80,espn
2007-08,2008-03-15,England,Ireland,Ireland,Bernard Jackman,16,H,False,,,0,espn
2007-08,2008-03-15,England,Ireland,Ireland,Tony Buckley,17,P,False,,,0,espn
2007-08,2008-03-15,England,Ireland,Ireland,Mick O'Driscoll,18,FL,False,,,0,espn
2007-08,2008-03-15,England,Ireland,Ireland,Simon Easterby,19,FL,False,,,0,espn
2007-08,2008-03-15,England,Ireland,Ireland,Peter Stringer,20,SH,False,,,0,espn
2007-08,2008-03-15,England,Ireland,Ireland,Paddy Wallace,21,C,False,,,0,espn
2007-08,2008-03-15,England,Ireland,Ireland,Luke Fitzgerald,22,FB,False,,,0,espn
2007-08,2008-03-15,Wales,France,Wales,Lee Byrne,15,FB,True,,0,80,espn
2007-08,2008-03-15,Wales,France,Wales,Mark Jones,14,W,True,,0,80,espn
2007-08,2008-03-15,Wales,France,Wales,Tom Shanklin,13,C,True,,0,80,espn
2007-08,2008-03-15,Wales,France,Wales,Gavin Henson,12,C,True,,0,80,espn
2007-08,2008-03-15,Wales,France,Wales,Shane Williams,11,W,True,,0,80,espn
2007-08,2008-03-15,Wales,France,Wales,James Hook,10,FH,True,,0,80,espn
2007-08,2008-03-15,Wales,France,Wales,Mike Phillips,9,SH,True,,0,80,espn
2007-08,2008-03-15,Wales,France,Wales,Gethin Jenkins,1,P,True,,0,80,espn
2007-08,2008-03-15,Wales,France,Wales,Huw Bennett,2,H,True,,0,80,espn
2007-08,2008-03-15,Wales,France,Wales,Adam Jones,3,P,True,,0,80,espn
2007-08,2008-03-15,Wales,France,Wales,Ian Gough,4,L,True,,0,80,espn
2007-08,2008-03-15,Wales,France,Wales,Alun Wyn Jones,5,L,True,,0,80,espn
2007-08,2008-03-15,Wales,France,Wales,Jonathan Thomas,6,FL,True,,0,80,espn
2007-08,2008-03-15,Wales,France,Wales,Martyn Williams,7,FL,True,,0,80,espn
2007-08,2008-03-15,Wales,France,Wales,Ryan Jones,8,N8,True,,0,80,espn
2007-08,2008-03-15,Wales,France,Wales,Matthew Rees,16,H,False,,,0,espn
2007-08,2008-03-15,Wales,France,Wales,Duncan Jones,17,P,False,,,0,espn
2007-08,2008-03-15,Wales,France,Wales,Ian Evans,18,L,False,,,0,espn
2007-08,2008-03-15,Wales,France,Wales,Gareth Delve,19,,False,,,0,espn
2007-08,2008-03-15,Wales,France,Wales,Dwayne Peel,20,,False,,,0,espn
2007-08,2008-03-15,Wales,France,Wales,Stephen Jones,21,FH,False,,,0,espn
2007-08,2008-03-15,Wales,France,Wales,Sonny Parker,22,,False,,,0,espn
2007-08,2008-03-15,Wales,France,France,Anthony Floch,15,FB,True,,0,80,espn
2007-08,2008-03-15,Wales,France,France,Vincent Clerc,14,W,True,,0,80,espn
2007-08,2008-03-15,Wales,France,France,Yannick Jauzion,13,C,True,,0,80,espn
2007-08,2008-03-15,Wales,France,France,Damien Traille,12,C,True,,0,80,espn
2007-08,2008-03-15,Wales,France,France,Julien Malzieu,11,W,True,,0,80,espn
2007-08,2008-03-15,Wales,France,France,David Skrela,10,FH,True,,0,80,espn
2007-08,2008-03-15,Wales,France,France,Jean-Baptiste Elissalde,9,SH,True,,0,80,espn
2007-08,2008-03-15,Wales,France,France,Fabien Barcella,1,P,True,,0,80,espn
2007-08,2008-03-15,Wales,France,France,Dimitri Szarzewski,2,H,True,,0,80,espn
2007-08,2008-03-15,Wales,France,France,Nicolas Mas,3,P,True,,0,80,espn
2007-08,2008-03-15,Wales,France,France,Lionel Nallet,4,L,True,,0,80,espn
2007-08,2008-03-15,Wales,France,France,Jerome Thion,5,L,True,,0,80,espn
2007-08,2008-03-15,Wales,France,France,Thierry Dusautoir,6,FL,True,,0,80,espn
2007-08,2008-03-15,Wales,France,France,Fulgence Ouedraogo,7,FL,True,,0,80,espn
2007-08,2008-03-15,Wales,France,France,Julien Bonnaire,8,N8,True,,0,80,espn
2007-08,2008-03-15,Wales,France,France,William Servat,16,H,False,,,0,espn
2007-08,2008-03-15,Wales,France,France,Jean-Baptiste Poux,17,P,False,,,0,espn
2007-08,2008-03-15,Wales,France,France,Arnaud Mela,18,L,False,,,0,espn
2007-08,2008-03-15,Wales,France,France,Elvis Vermeulen,19,FL,False,,,0,espn
2007-08,2008-03-15,Wales,France,France,Dimitri Yachvili,20,SH,False,,,0,espn
2007-08,2008-03-15,Wales,France,France,Francois Trinh-Duc,21,FH,False,,,0,espn
2007-08,2008-03-15,Wales,France,France,Cedric Heymans,22,FB,False,,,0,espn
2008-09,2009-02-07,England,Italy,England,Delon Armitage,15,FB,True,,0,80,espn
2008-09,2009-02-07,England,Italy,England,Paul Sackey,14,W,True,,0,80,espn
2008-09,2009-02-07,England,Italy,England,Jamie Noon,13,C,True,,0,80,espn
2008-09,2009-02-07,England,Italy,England,Riki Flutey,12,C,True,,0,80,espn
2008-09,2009-02-07,England,Italy,England,Mark Cueto,11,W,True,,0,80,espn
2008-09,2009-02-07,England,Italy,England,Andy Goode,10,FH,True,,0,80,espn
2008-09,2009-02-07,England,Italy,England,Harry Ellis,9,SH,True,,0,80,espn
2008-09,2009-02-07,England,Italy,England,Andrew Sheridan,1,P,True,,0,80,espn
2008-09,2009-02-07,England,Italy,England,Lee Mears,2,H,True,,0,80,espn
2008-09,2009-02-07,England,Italy,England,Phil Vickery,3,P,True,,0,80,espn
2008-09,2009-02-07,England,Italy,England,Steve Borthwick,4,L,True,,0,80,espn
2008-09,2009-02-07,England,Italy,England,Nick Kennedy,5,L,True,,0,80,espn
2008-09,2009-02-07,England,Italy,England,James Haskell,6,FL,True,,0,80,espn
2008-09,2009-02-07,England,Italy,England,Steffon Armitage,7,FL,True,,0,80,espn
2008-09,2009-02-07,England,Italy,England,Nick Easter,8,N8,True,,0,80,espn
2008-09,2009-02-07,England,Italy,England,Dylan Hartley,16,H,False,,56,24,espn
2008-09,2009-02-07,England,Italy,England,Julian White,17,P,False,,61,19,espn
2008-09,2009-02-07,England,Italy,England,Tom Croft,18,L,False,,74,6,espn
2008-09,2009-02-07,England,Italy,England,Joe Worsley,19,FL,False,,56,24,espn
2008-09,2009-02-07,England,Italy,England,Ben Foden,20,SH,False,,60,20,espn
2008-09,2009-02-07,England,Italy,England,Shane Geraghty,21,C,False,,60,20,espn
2008-09,2009-02-07,England,Italy,England,Mathew Tait,22,C,False,,74,6,espn
2008-09,2009-02-07,England,Italy,Italy,Andrea Masi,15,FB,True,,0,80,espn
2008-09,2009-02-07,England,Italy,Italy,Kaine Robertson,14,W,True,,0,80,espn
2008-09,2009-02-07,England,Italy,Italy,Gonzalo Canale,13,C,True,,0,80,espn
2008-09,2009-02-07,England,Italy,Italy,Gonzalo Garcia,12,C,True,,0,80,espn
2008-09,2009-02-07,England,Italy,Italy,Mirco Bergamasco,11,W,True,,0,80,espn
2008-09,2009-02-07,England,Italy,Italy,Andrea Marcato,10,FH,True,,0,80,espn
2008-09,2009-02-07,England,Italy,Italy,Mauro Bergamasco,9,SH,True,,0,80,espn
2008-09,2009-02-07,England,Italy,Italy,Salvatore Perugini,1,P,True,,0,80,espn
2008-09,2009-02-07,England,Italy,Italy,Fabio Ongaro,2,H,True,,0,80,espn
2008-09,2009-02-07,England,Italy,Italy,Martin Castrogiovanni,3,P,True,,0,80,espn
2008-09,2009-02-07,England,Italy,Italy,Santiago Dellape,4,L,True,,0,80,espn
2008-09,2009-02-07,England,Italy,Italy,Marco Bortolami,5,L,True,,0,80,espn
2008-09,2009-02-07,England,Italy,Italy,Josh Sole,6,FL,True,,0,80,espn
2008-09,2009-02-07,England,Italy,Italy,Alessandro Zanni,7,FL,True,,0,80,espn
2008-09,2009-02-07,England,Italy,Italy,Sergio Parisse,8,N8,True,,0,80,espn
2008-09,2009-02-07,England,Italy,Italy,Carlo Festuccia,16,H,False,,56,24,espn
2008-09,2009-02-07,England,Italy,Italy,Carlos Nieto,17,P,False,,61,19,espn
2008-09,2009-02-07,England,Italy,Italy,Tommaso Reato,18,L,False,,57,23,espn
2008-09,2009-02-07,England,Italy,Italy,Jean-Francois Montauriol,19,L,False,,76,4,espn
2008-09,2009-02-07,England,Italy,Italy,Giulio Toniolatti,20,SH,False,,43,37,espn
2008-09,2009-02-07,England,Italy,Italy,Luke McLean,21,FH,False,,30,50,espn
2008-09,2009-02-07,England,Italy,Italy,Matteo Pratichetti,22,C,False,,57,23,espn
2008-09,2009-02-07,Ireland,France,Ireland,Rob Kearney,15,FB,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,Ireland,Tommy Bowe,14,W,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,Ireland,Brian O'Driscoll,13,C,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,Ireland,Paddy Wallace,12,C,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,Ireland,Luke Fitzgerald,11,W,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,Ireland,Ronan O'Gara,10,FH,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,Ireland,Tomas O'Leary,9,SH,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,Ireland,Marcus Horan,1,P,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,Ireland,Jerry Flannery,2,H,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,Ireland,John Hayes,3,P,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,Ireland,Donncha O'Callaghan,4,L,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,Ireland,Paul O'Connell,5,L,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,Ireland,Stephen Ferris,6,FL,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,Ireland,David Wallace,7,FL,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,Ireland,Jamie Heaslip,8,N8,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,Ireland,Rory Best,16,H,False,,49,31,espn
2008-09,2009-02-07,Ireland,France,Ireland,Tom Court,17,,False,,,0,espn
2008-09,2009-02-07,Ireland,France,Ireland,Malcolm O'Kelly,18,,False,,,0,espn
2008-09,2009-02-07,Ireland,France,Ireland,Denis Leamy,19,FL,False,,73,7,espn
2008-09,2009-02-07,Ireland,France,Ireland,Peter Stringer,20,,False,,,0,espn
2008-09,2009-02-07,Ireland,France,Ireland,Gordon D'Arcy,21,C,False,,62,18,espn
2008-09,2009-02-07,Ireland,France,Ireland,Geordan Murphy,22,W,False,,79,1,espn
2008-09,2009-02-07,Ireland,France,France,Clement Poitrenaud,15,FB,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,France,Maxime Médard,14,W,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,France,Florian Fritz,13,C,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,France,Yannick Jauzion,12,C,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,France,Julien Malzieu,11,W,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,France,Lionel Beauxis,10,FH,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,France,Sebastien Tillous-Borde,9,SH,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,France,Lionel Faure,1,P,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,France,Dimitri Szarzewski,2,H,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,France,Benoit Lecouls,3,P,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,France,Lionel Nallet,4,L,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,France,Sebastien Chabal,5,L,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,France,Thierry Dusautoir,6,FL,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,France,Fulgence Ouedraogo,7,FL,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,France,Imanol Harinordoquy,8,N8,True,,0,80,espn
2008-09,2009-02-07,Ireland,France,France,Benjamin Kayser,16,H,False,,59,21,espn
2008-09,2009-02-07,Ireland,France,France,Nicolas Mas,17,P,False,,41,39,espn
2008-09,2009-02-07,Ireland,France,France,Romain Millo-Chluski,18,L,False,,63,17,espn
2008-09,2009-02-07,Ireland,France,France,Louis Picamoles,19,N8,False,,71,9,espn
2008-09,2009-02-07,Ireland,France,France,Morgan Parra,20,SH,False,,69,11,espn
2008-09,2009-02-07,Ireland,France,France,Benoit Baby,21,C,False,,79,1,espn
2008-09,2009-02-07,Ireland,France,France,Cedric Heymans,22,FB,False,,74,6,espn
2008-09,2009-02-08,Scotland,Wales,Scotland,Hugo Southwell,15,FB,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Scotland,Simon Webster,14,W,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Scotland,Ben Cairns,13,C,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Scotland,Graeme Morrison,12,C,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Scotland,Sean Lamont,11,W,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Scotland,Phil Godman,10,FH,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Scotland,Mike Blair,9,SH,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Scotland,Allan Jacobsen,1,P,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Scotland,Ross Ford,2,H,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Scotland,Geoff Cross,3,P,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Scotland,Jason White,4,L,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Scotland,Jim Hamilton,5,L,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Scotland,Ally Hogg,6,FL,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Scotland,John Barclay,7,FL,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Scotland,Simon Taylor,8,N8,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Scotland,Dougie Hall,16,H,False,,64,16,espn
2008-09,2009-02-08,Scotland,Wales,Scotland,Alasdair Dickinson,17,P,False,,32,48,espn
2008-09,2009-02-08,Scotland,Wales,Scotland,Kelly Brown,18,FL,False,,74,6,espn
2008-09,2009-02-08,Scotland,Wales,Scotland,Scott Gray,19,FL,False,,56,24,espn
2008-09,2009-02-08,Scotland,Wales,Scotland,Chris Cusiter,20,SH,False,,63,17,espn
2008-09,2009-02-08,Scotland,Wales,Scotland,Chris Paterson,21,W,False,,21,59,espn
2008-09,2009-02-08,Scotland,Wales,Scotland,Max Evans,22,C,False,,52,28,espn
2008-09,2009-02-08,Scotland,Wales,Wales,Lee Byrne,15,FB,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Wales,Leigh Halfpenny,14,W,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Wales,Tom Shanklin,13,C,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Wales,Jamie Roberts,12,C,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Wales,Shane Williams,11,W,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Wales,Stephen Jones,10,FH,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Wales,Mike Phillips,9,SH,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Wales,Gethin Jenkins,1,P,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Wales,Matthew Rees,2,H,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Wales,Adam Jones,3,P,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Wales,Ian Gough,4,L,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Wales,Alun Wyn Jones,5,L,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Wales,Dafydd Jones,6,FL,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Wales,Martyn Williams,7,FL,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Wales,Andy Powell,8,N8,True,,0,80,espn
2008-09,2009-02-08,Scotland,Wales,Wales,Huw Bennett,16,H,False,,63,17,espn
2008-09,2009-02-08,Scotland,Wales,Wales,John Yapp,17,P,False,,63,17,espn
2008-09,2009-02-08,Scotland,Wales,Wales,Luke Charteris,18,L,False,,64,16,espn
2008-09,2009-02-08,Scotland,Wales,Wales,Bradley Davies,19,W,False,,72,8,espn
2008-09,2009-02-08,Scotland,Wales,Wales,Dwayne Peel,20,SH,False,,60,20,espn
2008-09,2009-02-08,Scotland,Wales,Wales,James Hook,21,FH,False,,64,16,espn
2008-09,2009-02-08,Scotland,Wales,Wales,Andrew Bishop,22,C,False,,63,17,espn
2008-09,2009-02-14,France,Scotland,France,Clement Poitrenaud,15,FB,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,France,Maxime Médard,14,W,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,France,Yannick Jauzion,13,C,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,France,Benoit Baby,12,C,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,France,Cedric Heymans,11,W,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,France,Lionel Beauxis,10,FH,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,France,Sebastien Tillous-Borde,9,SH,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,France,Fabien Barcella,1,P,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,France,Dimitri Szarzewski,2,H,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,France,Nicolas Mas,3,P,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,France,Lionel Nallet,4,L,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,France,Romain Millo-Chluski,5,L,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,France,Thierry Dusautoir,6,FL,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,France,Fulgence Ouedraogo,7,FL,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,France,Imanol Harinordoquy,8,N8,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,France,Benjamin Kayser,16,H,False,,55,25,espn
2008-09,2009-02-14,France,Scotland,France,Renaud Boyoud,17,P,False,,41,39,espn
2008-09,2009-02-14,France,Scotland,France,Sebastien Chabal,18,L,False,,60,20,espn
2008-09,2009-02-14,France,Scotland,France,Louis Picamoles,19,N8,False,,71,9,espn
2008-09,2009-02-14,France,Scotland,France,Morgan Parra,20,SH,False,,67,13,espn
2008-09,2009-02-14,France,Scotland,France,Maxime Mermoz,21,C,False,,60,20,espn
2008-09,2009-02-14,France,Scotland,France,Julien Malzieu,22,W,False,,,0,espn
2008-09,2009-02-14,France,Scotland,Scotland,Hugo Southwell,15,FB,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,Scotland,Simon Danielli,14,W,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,Scotland,Max Evans,13,C,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,Scotland,Graeme Morrison,12,C,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,Scotland,Thom Evans,11,W,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,Scotland,Phil Godman,10,FH,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,Scotland,Mike Blair,9,SH,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,Scotland,Allan Jacobsen,1,P,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,Scotland,Ross Ford,2,H,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,Scotland,Alasdair Dickinson,3,P,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,Scotland,Jason White,4,L,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,Scotland,Jim Hamilton,5,L,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,Scotland,Alasdair Strokosch,6,FL,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,Scotland,John Barclay,7,FL,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,Scotland,Simon Taylor,8,N8,True,,0,80,espn
2008-09,2009-02-14,France,Scotland,Scotland,Dougie Hall,16,H,False,,66,14,espn
2008-09,2009-02-14,France,Scotland,Scotland,Moray Low,17,P,False,,47,33,espn
2008-09,2009-02-14,France,Scotland,Scotland,Kelly Brown,18,L,False,,18,62,espn
2008-09,2009-02-14,France,Scotland,Scotland,Scott Gray,19,,False,,,0,espn
2008-09,2009-02-14,France,Scotland,Scotland,Chris Cusiter,20,SH,False,,73,7,espn
2008-09,2009-02-14,France,Scotland,Scotland,Chris Paterson,21,W,False,,66,14,espn
2008-09,2009-02-14,France,Scotland,Scotland,Nick de Luca,22,C,False,,73,7,espn
2008-09,2009-02-14,Wales,England,Wales,Lee Byrne,15,FB,True,,0,80,espn
2008-09,2009-02-14,Wales,England,Wales,Leigh Halfpenny,14,W,True,,0,80,espn
2008-09,2009-02-14,Wales,England,Wales,Tom Shanklin,13,C,True,,0,80,espn
2008-09,2009-02-14,Wales,England,Wales,Jamie Roberts,12,C,True,,0,80,espn
2008-09,2009-02-14,Wales,England,Wales,Mark Jones,11,W,True,,0,80,espn
2008-09,2009-02-14,Wales,England,Wales,Stephen Jones,10,FH,True,,0,80,espn
2008-09,2009-02-14,Wales,England,Wales,Mike Phillips,9,SH,True,,0,80,espn
2008-09,2009-02-14,Wales,England,Wales,Gethin Jenkins,1,P,True,,0,80,espn
2008-09,2009-02-14,Wales,England,Wales,Matthew Rees,2,H,True,,0,80,espn
2008-09,2009-02-14,Wales,England,Wales,Adam Jones,3,P,True,,0,80,espn
2008-09,2009-02-14,Wales,England,Wales,Ian Gough,4,L,True,,0,80,espn
2008-09,2009-02-14,Wales,England,Wales,Alun Wyn Jones,5,L,True,,0,80,espn
2008-09,2009-02-14,Wales,England,Wales,Ryan Jones,6,FL,True,,0,80,espn
2008-09,2009-02-14,Wales,England,Wales,Martyn Williams,7,FL,True,,0,80,espn
2008-09,2009-02-14,Wales,England,Wales,Andy Powell,8,N8,True,,0,80,espn
2008-09,2009-02-14,Wales,England,Wales,Huw Bennett,16,H,False,,67,13,espn
2008-09,2009-02-14,Wales,England,Wales,John Yapp,17,,False,,,0,espn
2008-09,2009-02-14,Wales,England,Wales,Luke Charteris,18,,False,,,0,espn
2008-09,2009-02-14,Wales,England,Wales,Dafydd Jones,19,N8,False,,61,19,espn
2008-09,2009-02-14,Wales,England,Wales,Dwayne Peel,20,SH,False,,73,7,espn
2008-09,2009-02-14,Wales,England,Wales,James Hook,21,,False,,,0,espn
2008-09,2009-02-14,Wales,England,Wales,Andrew Bishop,22,,False,,,0,espn
2008-09,2009-02-14,Wales,England,England,Delon Armitage,15,FB,True,,0,80,espn
2008-09,2009-02-14,Wales,England,England,Paul Sackey,14,W,True,,0,80,espn
2008-09,2009-02-14,Wales,England,England,Mike Tindall,13,C,True,,0,80,espn
2008-09,2009-02-14,Wales,England,England,Riki Flutey,12,C,True,,0,80,espn
2008-09,2009-02-14,Wales,England,England,Mark Cueto,11,W,True,,0,80,espn
2008-09,2009-02-14,Wales,England,England,Andy Goode,10,FH,True,,0,80,espn
2008-09,2009-02-14,Wales,England,England,Harry Ellis,9,SH,True,,0,80,espn
2008-09,2009-02-14,Wales,England,England,Andrew Sheridan,1,P,True,,0,80,espn
2008-09,2009-02-14,Wales,England,England,Lee Mears,2,H,True,,0,80,espn
2008-09,2009-02-14,Wales,England,England,Phil Vickery,3,P,True,,0,80,espn
2008-09,2009-02-14,Wales,England,England,Steve Borthwick,4,L,True,,0,80,espn
